id,postcode,SUBZONE_C,PLN_AREA_C,REGION_C
60,438371,MPSZ01,MP,CR
60,438406,MPSZ01,MP,CR
60,437803,MPSZ01,MP,CR
60,437122,MPSZ01,MP,CR
60,437127,MPSZ01,MP,CR
60,437125,MPSZ01,MP,CR
60,437131,MPSZ01,MP,CR
60,437129,MPSZ01,MP,CR
60,437972,MPSZ01,MP,CR
60,437971,MPSZ01,MP,CR
60,438409,MPSZ01,MP,CR
60,437613,MPSZ01,MP,CR
60,437615,MPSZ01,MP,CR
60,437133,MPSZ01,MP,CR
60,438386,MPSZ01,MP,CR
60,438408,MPSZ01,MP,CR
60,437622,MPSZ01,MP,CR
60,437966,MPSZ01,MP,CR
60,437608,MPSZ01,MP,CR
60,437138,MPSZ01,MP,CR
60,437149,MPSZ01,MP,CR
60,437148,MPSZ01,MP,CR
60,437143,MPSZ01,MP,CR
60,437146,MPSZ01,MP,CR
60,437140,MPSZ01,MP,CR
60,437139,MPSZ01,MP,CR
60,437610,MPSZ01,MP,CR
60,437141,MPSZ01,MP,CR
60,438380,MPSZ01,MP,CR
60,438378,MPSZ01,MP,CR
60,438376,MPSZ01,MP,CR
60,438374,MPSZ01,MP,CR
60,438469,MPSZ01,MP,CR
60,437970,MPSZ01,MP,CR
60,438471,MPSZ01,MP,CR
60,438472,MPSZ01,MP,CR
60,439846,MPSZ01,MP,CR
60,438473,MPSZ01,MP,CR
60,437151,MPSZ01,MP,CR
60,437150,MPSZ01,MP,CR
60,439849,MPSZ01,MP,CR
60,439848,MPSZ01,MP,CR
60,437152,MPSZ01,MP,CR
60,438468,MPSZ01,MP,CR
60,439850,MPSZ01,MP,CR
60,438470,MPSZ01,MP,CR
60,438319,MPSZ01,MP,CR
60,437870,MPSZ01,MP,CR
60,437168,MPSZ01,MP,CR
60,437921,MPSZ01,MP,CR
60,437927,MPSZ01,MP,CR
60,437930,MPSZ01,MP,CR
60,437931,MPSZ01,MP,CR
60,437933,MPSZ01,MP,CR
60,437935,MPSZ01,MP,CR
60,437937,MPSZ01,MP,CR
60,436990,MPSZ01,MP,CR
60,437003,MPSZ01,MP,CR
60,437011,MPSZ01,MP,CR
60,437044,MPSZ01,MP,CR
60,439560,MPSZ01,MP,CR
60,437089,MPSZ01,MP,CR
60,439777,MPSZ01,MP,CR
60,437113,MPSZ01,MP,CR
60,436595,MPSZ01,MP,CR
60,437122,MPSZ01,MP,CR
60,437127,MPSZ01,MP,CR
60,437150,MPSZ01,MP,CR
60,437993,MPSZ01,MP,CR
60,437873,MPSZ01,MP,CR
60,436760,MPSZ01,MP,CR
60,436761,MPSZ01,MP,CR
60,437916,MPSZ01,MP,CR
60,437917,MPSZ01,MP,CR
60,437919,MPSZ01,MP,CR
60,437921,MPSZ01,MP,CR
60,437922,MPSZ01,MP,CR
60,437923,MPSZ01,MP,CR
60,437924,MPSZ01,MP,CR
60,437925,MPSZ01,MP,CR
60,437926,MPSZ01,MP,CR
60,436752,MPSZ01,MP,CR
60,437927,MPSZ01,MP,CR
60,437928,MPSZ01,MP,CR
60,439826,MPSZ01,MP,CR
60,437929,MPSZ01,MP,CR
60,437930,MPSZ01,MP,CR
60,437931,MPSZ01,MP,CR
60,437933,MPSZ01,MP,CR
60,437935,MPSZ01,MP,CR
60,437033,MPSZ01,MP,CR
60,437174,MPSZ01,MP,CR
60,437872,MPSZ01,MP,CR
60,437761,MPSZ01,MP,CR
60,437915,MPSZ01,MP,CR
60,437917,MPSZ01,MP,CR
60,437919,MPSZ01,MP,CR
60,437875,MPSZ01,MP,CR
60,439656,MPSZ01,MP,CR
60,438017,MPSZ01,MP,CR
60,439082,MPSZ01,MP,CR
60,436764,MPSZ01,MP,CR
60,437852,MPSZ01,MP,CR
60,437855,MPSZ01,MP,CR
60,439385,MPSZ01,MP,CR
60,439068,MPSZ01,MP,CR
60,439065,MPSZ01,MP,CR
60,439793,MPSZ01,MP,CR
60,438076,MPSZ01,MP,CR
60,439794,MPSZ01,MP,CR
60,438075,MPSZ01,MP,CR
60,439067,MPSZ01,MP,CR
60,439506,MPSZ01,MP,CR
60,436765,MPSZ01,MP,CR
60,439515,MPSZ01,MP,CR
60,439507,MPSZ01,MP,CR
60,439508,MPSZ01,MP,CR
60,439510,MPSZ01,MP,CR
60,436594,MPSZ01,MP,CR
60,436805,MPSZ01,MP,CR
60,436579,MPSZ01,MP,CR
60,438111,MPSZ01,MP,CR
60,436590,MPSZ01,MP,CR
60,436759,MPSZ01,MP,CR
60,436566,MPSZ01,MP,CR
60,436763,MPSZ01,MP,CR
60,436569,MPSZ01,MP,CR
60,436570,MPSZ01,MP,CR
60,439514,MPSZ01,MP,CR
60,439657,MPSZ01,MP,CR
60,439512,MPSZ01,MP,CR
60,439513,MPSZ01,MP,CR
60,436592,MPSZ01,MP,CR
60,437980,MPSZ01,MP,CR
60,437981,MPSZ01,MP,CR
60,437982,MPSZ01,MP,CR
60,437978,MPSZ01,MP,CR
60,436766,MPSZ01,MP,CR
60,436587,MPSZ01,MP,CR
60,436588,MPSZ01,MP,CR
60,436567,MPSZ01,MP,CR
60,436571,MPSZ01,MP,CR
60,436806,MPSZ01,MP,CR
60,436580,MPSZ01,MP,CR
60,436575,MPSZ01,MP,CR
60,436568,MPSZ01,MP,CR
60,436563,MPSZ01,MP,CR
60,439387,MPSZ01,MP,CR
60,436554,MPSZ01,MP,CR
60,439386,MPSZ01,MP,CR
60,437985,MPSZ01,MP,CR
60,439388,MPSZ01,MP,CR
60,437856,MPSZ01,MP,CR
60,436810,MPSZ01,MP,CR
60,436654,MPSZ01,MP,CR
60,436809,MPSZ01,MP,CR
60,436581,MPSZ01,MP,CR
60,436812,MPSZ01,MP,CR
60,436548,MPSZ01,MP,CR
60,436547,MPSZ01,MP,CR
60,436546,MPSZ01,MP,CR
60,436545,MPSZ01,MP,CR
60,436544,MPSZ01,MP,CR
60,436578,MPSZ01,MP,CR
60,436530,MPSZ01,MP,CR
60,436534,MPSZ01,MP,CR
60,436582,MPSZ01,MP,CR
60,436539,MPSZ01,MP,CR
60,437156,MPSZ01,MP,CR
60,436811,MPSZ01,MP,CR
60,437980,MPSZ01,MP,CR
60,437981,MPSZ01,MP,CR
60,437986,MPSZ01,MP,CR
60,437970,MPSZ01,MP,CR
60,436519,MPSZ01,MP,CR
60,436520,MPSZ01,MP,CR
60,439833,MPSZ01,MP,CR
60,439400,MPSZ01,MP,CR
60,436556,MPSZ01,MP,CR
60,437987,MPSZ01,MP,CR
60,439772,MPSZ01,MP,CR
60,439792,MPSZ01,MP,CR
60,436599,MPSZ01,MP,CR
60,439288,MPSZ01,MP,CR
60,439791,MPSZ01,MP,CR
60,436598,MPSZ01,MP,CR
60,439370,MPSZ01,MP,CR
61,149600,QTSZ03,QT,CR
61,141091,QTSZ03,QT,CR
61,141103,QTSZ03,QT,CR
61,149544,QTSZ03,QT,CR
61,141093,QTSZ03,QT,CR
61,149601,QTSZ03,QT,CR
61,278429,QTSZ03,QT,CR
61,141107,QTSZ03,QT,CR
61,149605,QTSZ03,QT,CR
61,140089,QTSZ03,QT,CR
61,140090,QTSZ03,QT,CR
61,140091,QTSZ03,QT,CR
61,140092,QTSZ03,QT,CR
61,140093,QTSZ03,QT,CR
61,140095,QTSZ03,QT,CR
61,140100,QTSZ03,QT,CR
61,140101,QTSZ03,QT,CR
61,140102,QTSZ03,QT,CR
61,140108,QTSZ03,QT,CR
61,140109,QTSZ03,QT,CR
61,140110,QTSZ03,QT,CR
61,140112,QTSZ03,QT,CR
61,140081,QTSZ03,QT,CR
61,140082,QTSZ03,QT,CR
61,140083,QTSZ03,QT,CR
61,140084,QTSZ03,QT,CR
61,140085,QTSZ03,QT,CR
61,140086,QTSZ03,QT,CR
61,140087,QTSZ03,QT,CR
61,140088,QTSZ03,QT,CR
61,140096,QTSZ03,QT,CR
61,140097,QTSZ03,QT,CR
61,140098,QTSZ03,QT,CR
61,140099,QTSZ03,QT,CR
61,149597,QTSZ03,QT,CR
61,140116,QTSZ03,QT,CR
61,140117,QTSZ03,QT,CR
61,140118,QTSZ03,QT,CR
61,149599,QTSZ03,QT,CR
61,149733,QTSZ03,QT,CR
61,143091,QTSZ03,QT,CR
61,149644,QTSZ03,QT,CR
61,140111,QTSZ03,QT,CR
61,142085,QTSZ03,QT,CR
61,142084,QTSZ03,QT,CR
61,140124,QTSZ03,QT,CR
61,140123,QTSZ03,QT,CR
61,140125,QTSZ03,QT,CR
61,140122,QTSZ03,QT,CR
61,140119,QTSZ03,QT,CR
61,140121,QTSZ03,QT,CR
61,140120,QTSZ03,QT,CR
61,140104,QTSZ03,QT,CR
61,140103,QTSZ03,QT,CR
61,142083,QTSZ03,QT,CR
61,143083,QTSZ03,QT,CR
61,140094,QTSZ03,QT,CR
61,141110,QTSZ03,QT,CR
62,139596,QTSZ10,QT,CR
62,139838,QTSZ10,QT,CR
62,139453,QTSZ10,QT,CR
62,139460,QTSZ10,QT,CR
62,139464,QTSZ10,QT,CR
62,139104,QTSZ10,QT,CR
62,139152,QTSZ10,QT,CR
62,139155,QTSZ10,QT,CR
62,139159,QTSZ10,QT,CR
62,139163,QTSZ10,QT,CR
62,139578,QTSZ10,QT,CR
62,139579,QTSZ10,QT,CR
62,139580,QTSZ10,QT,CR
62,139581,QTSZ10,QT,CR
62,139582,QTSZ10,QT,CR
62,139587,QTSZ10,QT,CR
62,139594,QTSZ10,QT,CR
62,139597,QTSZ10,QT,CR
62,139598,QTSZ10,QT,CR
62,139588,QTSZ10,QT,CR
62,139583,QTSZ10,QT,CR
62,139586,QTSZ10,QT,CR
62,139593,QTSZ10,QT,CR
62,139595,QTSZ10,QT,CR
62,131014,QTSZ10,QT,CR
62,117561,QTSZ10,QT,CR
62,138683,QTSZ10,QT,CR
62,138685,QTSZ10,QT,CR
62,138686,QTSZ10,QT,CR
62,138681,QTSZ10,QT,CR
62,139645,QTSZ10,QT,CR
62,138684,QTSZ10,QT,CR
62,138687,QTSZ10,QT,CR
62,139346,QTSZ10,QT,CR
62,139646,QTSZ10,QT,CR
62,131002,QTSZ10,QT,CR
62,131003,QTSZ10,QT,CR
62,131012,QTSZ10,QT,CR
62,139474,QTSZ10,QT,CR
62,139475,QTSZ10,QT,CR
62,139835,QTSZ10,QT,CR
62,139836,QTSZ10,QT,CR
62,139839,QTSZ10,QT,CR
62,139841,QTSZ10,QT,CR
62,139843,QTSZ10,QT,CR
62,139451,QTSZ10,QT,CR
62,139454,QTSZ10,QT,CR
62,139459,QTSZ10,QT,CR
62,139461,QTSZ10,QT,CR
62,139466,QTSZ10,QT,CR
62,139467,QTSZ10,QT,CR
62,139470,QTSZ10,QT,CR
62,139471,QTSZ10,QT,CR
62,139101,QTSZ10,QT,CR
62,139102,QTSZ10,QT,CR
62,139105,QTSZ10,QT,CR
62,139151,QTSZ10,QT,CR
62,139154,QTSZ10,QT,CR
62,139156,QTSZ10,QT,CR
62,139158,QTSZ10,QT,CR
62,139161,QTSZ10,QT,CR
62,139164,QTSZ10,QT,CR
62,139165,QTSZ10,QT,CR
62,139166,QTSZ10,QT,CR
62,139457,QTSZ10,QT,CR
62,139468,QTSZ10,QT,CR
62,139167,QTSZ10,QT,CR
62,130031,QTSZ10,QT,CR
62,130036,QTSZ10,QT,CR
62,130005,QTSZ10,QT,CR
62,130017,QTSZ10,QT,CR
62,130019,QTSZ10,QT,CR
62,130020,QTSZ10,QT,CR
62,130022,QTSZ10,QT,CR
62,130023,QTSZ10,QT,CR
62,139837,QTSZ10,QT,CR
62,139840,QTSZ10,QT,CR
62,139844,QTSZ10,QT,CR
62,139452,QTSZ10,QT,CR
62,139455,QTSZ10,QT,CR
62,139458,QTSZ10,QT,CR
62,139462,QTSZ10,QT,CR
62,139465,QTSZ10,QT,CR
62,139469,QTSZ10,QT,CR
62,139100,QTSZ10,QT,CR
62,139103,QTSZ10,QT,CR
62,139150,QTSZ10,QT,CR
62,139153,QTSZ10,QT,CR
62,130012,QTSZ10,QT,CR
62,130013,QTSZ10,QT,CR
62,130014,QTSZ10,QT,CR
62,130026,QTSZ10,QT,CR
62,130027,QTSZ10,QT,CR
62,139157,QTSZ10,QT,CR
62,139160,QTSZ10,QT,CR
62,139162,QTSZ10,QT,CR
62,139656,QTSZ10,QT,CR
62,139650,QTSZ10,QT,CR
62,130003,QTSZ10,QT,CR
62,130032,QTSZ10,QT,CR
62,130034,QTSZ10,QT,CR
62,130035,QTSZ10,QT,CR
62,139592,QTSZ10,QT,CR
62,139584,QTSZ10,QT,CR
62,139647,QTSZ10,QT,CR
62,119260,QTSZ10,QT,CR
62,139654,QTSZ10,QT,CR
62,130025,QTSZ10,QT,CR
62,130028,QTSZ10,QT,CR
62,131028,QTSZ10,QT,CR
62,132028,QTSZ10,QT,CR
62,133028,QTSZ10,QT,CR
62,134028,QTSZ10,QT,CR
62,138659,QTSZ10,QT,CR
62,139456,QTSZ10,QT,CR
62,130021,QTSZ10,QT,CR
62,129958,QTSZ10,QT,CR
62,119260,QTSZ10,QT,CR
62,120425,QTSZ10,QT,CR
62,138600,QTSZ10,QT,CR
62,138597,QTSZ10,QT,CR
62,138597,QTSZ10,QT,CR
62,138602,QTSZ10,QT,CR
62,138608,QTSZ10,QT,CR
62,138615,QTSZ10,QT,CR
62,138614,QTSZ10,QT,CR
62,138612,QTSZ10,QT,CR
62,138593,QTSZ10,QT,CR
62,138607,QTSZ10,QT,CR
62,130039,QTSZ10,QT,CR
62,130037,QTSZ10,QT,CR
62,130033,QTSZ10,QT,CR
62,130001,QTSZ10,QT,CR
62,130002,QTSZ10,QT,CR
62,130004,QTSZ10,QT,CR
62,138678,QTSZ10,QT,CR
62,138679,QTSZ10,QT,CR
62,139790,QTSZ10,QT,CR
62,130029,QTSZ10,QT,CR
62,139649,QTSZ10,QT,CR
62,139648,QTSZ10,QT,CR
62,139745,QTSZ10,QT,CR
62,139216,QTSZ10,QT,CR
62,138680,QTSZ10,QT,CR
62,139249,QTSZ10,QT,CR
62,139248,QTSZ10,QT,CR
62,139215,QTSZ10,QT,CR
62,131019,QTSZ10,QT,CR
62,139230,QTSZ10,QT,CR
62,139247,QTSZ10,QT,CR
62,139394,QTSZ10,QT,CR
63,238883,ORSZ02,OR,CR
63,238878,ORSZ02,OR,CR
63,228211,ORSZ02,OR,CR
63,259424,ORSZ02,OR,CR
63,238870,ORSZ02,OR,CR
63,228221,ORSZ02,OR,CR
63,238887,ORSZ02,OR,CR
63,238884,ORSZ02,OR,CR
63,229566,ORSZ02,OR,CR
63,238864,ORSZ02,OR,CR
63,238872,ORSZ02,OR,CR
63,238873,ORSZ02,OR,CR
63,238874,ORSZ02,OR,CR
63,229567,ORSZ02,OR,CR
63,228221,ORSZ02,OR,CR
63,229568,ORSZ02,OR,CR
63,229569,ORSZ02,OR,CR
63,229570,ORSZ02,OR,CR
63,238800,ORSZ02,OR,CR
63,228220,ORSZ02,OR,CR
63,229668,ORSZ02,OR,CR
63,228338,ORSZ02,OR,CR
63,228209,ORSZ02,OR,CR
63,238865,ORSZ02,OR,CR
63,228238,ORSZ02,OR,CR
63,238801,ORSZ02,OR,CR
63,229545,ORSZ02,OR,CR
63,238509,ORSZ02,OR,CR
63,228235,ORSZ02,OR,CR
63,238863,ORSZ02,OR,CR
63,238879,ORSZ02,OR,CR
63,258332,ORSZ02,OR,CR
63,238876,ORSZ02,OR,CR
63,249725,ORSZ02,OR,CR
63,249724,ORSZ02,OR,CR
63,248646,ORSZ02,OR,CR
63,238875,ORSZ02,OR,CR
63,238871,ORSZ02,OR,CR
63,238882,ORSZ02,OR,CR
63,229540,ORSZ02,OR,CR
63,238881,ORSZ02,OR,CR
63,238869,ORSZ02,OR,CR
63,238868,ORSZ02,OR,CR
63,229571,ORSZ02,OR,CR
63,228208,ORSZ02,OR,CR
63,229572,ORSZ02,OR,CR
63,228210,ORSZ02,OR,CR
63,228218,ORSZ02,OR,CR
63,238877,ORSZ02,OR,CR
63,228213,ORSZ02,OR,CR
63,238863,ORSZ02,OR,CR
63,229001,ORSZ02,OR,CR
63,228915,ORSZ02,OR,CR
63,228337,ORSZ02,OR,CR
63,229068,ORSZ02,OR,CR
63,238862,ORSZ02,OR,CR
63,228516,ORSZ02,OR,CR
63,229071,ORSZ02,OR,CR
63,229073,ORSZ02,OR,CR
63,229075,ORSZ02,OR,CR
63,238859,ORSZ02,OR,CR
63,238859,ORSZ02,OR,CR
63,237973,ORSZ02,OR,CR
64,228118,NTSZ06,NT,CR
64,228126,NTSZ06,NT,CR
64,229838,NTSZ06,NT,CR
64,228707,NTSZ06,NT,CR
64,228708,NTSZ06,NT,CR
64,228706,NTSZ06,NT,CR
64,228705,NTSZ06,NT,CR
64,228704,NTSZ06,NT,CR
64,228703,NTSZ06,NT,CR
64,228702,NTSZ06,NT,CR
64,228701,NTSZ06,NT,CR
64,228700,NTSZ06,NT,CR
64,228699,NTSZ06,NT,CR
64,228698,NTSZ06,NT,CR
64,228697,NTSZ06,NT,CR
64,228687,NTSZ06,NT,CR
64,228714,NTSZ06,NT,CR
64,238823,NTSZ06,NT,CR
64,228451,NTSZ06,NT,CR
64,229619,NTSZ06,NT,CR
64,228727,NTSZ06,NT,CR
64,228728,NTSZ06,NT,CR
64,228123,NTSZ06,NT,CR
64,228725,NTSZ06,NT,CR
64,228725,NTSZ06,NT,CR
64,229618,NTSZ06,NT,CR
64,229626,NTSZ06,NT,CR
64,228750,NTSZ06,NT,CR
64,228773,NTSZ06,NT,CR
64,229627,NTSZ06,NT,CR
64,238839,NTSZ06,NT,CR
64,228115,NTSZ06,NT,CR
64,228117,NTSZ06,NT,CR
64,228711,NTSZ06,NT,CR
64,228712,NTSZ06,NT,CR
64,228710,NTSZ06,NT,CR
65,208315,RCSZ02,RC,CR
65,209363,RCSZ02,RC,CR
65,209361,RCSZ02,RC,CR
65,209359,RCSZ02,RC,CR
65,209357,RCSZ02,RC,CR
65,209355,RCSZ02,RC,CR
65,209353,RCSZ02,RC,CR
65,218227,RCSZ02,RC,CR
65,209351,RCSZ02,RC,CR
65,209757,RCSZ02,RC,CR
65,209755,RCSZ02,RC,CR
65,218069,RCSZ02,RC,CR
65,209108,RCSZ02,RC,CR
65,200633,RCSZ02,RC,CR
65,200636,RCSZ02,RC,CR
65,208277,RCSZ02,RC,CR
65,200635,RCSZ02,RC,CR
65,200637,RCSZ02,RC,CR
65,200641,RCSZ02,RC,CR
65,207958,RCSZ02,RC,CR
65,207959,RCSZ02,RC,CR
65,208444,RCSZ02,RC,CR
65,208855,RCSZ02,RC,CR
65,208857,RCSZ02,RC,CR
65,208859,RCSZ02,RC,CR
65,208861,RCSZ02,RC,CR
65,200642,RCSZ02,RC,CR
65,209647,RCSZ02,RC,CR
65,209508,RCSZ02,RC,CR
65,209588,RCSZ02,RC,CR
65,207662,RCSZ02,RC,CR
65,208133,RCSZ02,RC,CR
65,208421,RCSZ02,RC,CR
65,218059,RCSZ02,RC,CR
65,209889,RCSZ02,RC,CR
65,208409,RCSZ02,RC,CR
65,209421,RCSZ02,RC,CR
65,208128,RCSZ02,RC,CR
65,207305,RCSZ02,RC,CR
65,218056,RCSZ02,RC,CR
65,207690,RCSZ02,RC,CR
65,209401,RCSZ02,RC,CR
65,208323,RCSZ02,RC,CR
65,218075,RCSZ02,RC,CR
65,218074,RCSZ02,RC,CR
65,218076,RCSZ02,RC,CR
65,209369,RCSZ02,RC,CR
65,218077,RCSZ02,RC,CR
65,209349,RCSZ02,RC,CR
65,209346,RCSZ02,RC,CR
65,208676,RCSZ02,RC,CR
65,218087,RCSZ02,RC,CR
65,218086,RCSZ02,RC,CR
65,218088,RCSZ02,RC,CR
65,209550,RCSZ02,RC,CR
65,209549,RCSZ02,RC,CR
65,218089,RCSZ02,RC,CR
65,218090,RCSZ02,RC,CR
65,209821,RCSZ02,RC,CR
65,209822,RCSZ02,RC,CR
65,218091,RCSZ02,RC,CR
65,207980,RCSZ02,RC,CR
65,218092,RCSZ02,RC,CR
65,218093,RCSZ02,RC,CR
65,209820,RCSZ02,RC,CR
65,218094,RCSZ02,RC,CR
65,209553,RCSZ02,RC,CR
65,209552,RCSZ02,RC,CR
65,207981,RCSZ02,RC,CR
65,218095,RCSZ02,RC,CR
65,209819,RCSZ02,RC,CR
65,218096,RCSZ02,RC,CR
65,209554,RCSZ02,RC,CR
65,218097,RCSZ02,RC,CR
65,207982,RCSZ02,RC,CR
65,209818,RCSZ02,RC,CR
65,209112,RCSZ02,RC,CR
65,209111,RCSZ02,RC,CR
65,207342,RCSZ02,RC,CR
65,207341,RCSZ02,RC,CR
65,209817,RCSZ02,RC,CR
65,207983,RCSZ02,RC,CR
65,209113,RCSZ02,RC,CR
65,207343,RCSZ02,RC,CR
65,218103,RCSZ02,RC,CR
65,218102,RCSZ02,RC,CR
65,209114,RCSZ02,RC,CR
65,209816,RCSZ02,RC,CR
65,207985,RCSZ02,RC,CR
65,218104,RCSZ02,RC,CR
65,207344,RCSZ02,RC,CR
65,209115,RCSZ02,RC,CR
65,209815,RCSZ02,RC,CR
65,209493,RCSZ02,RC,CR
65,207345,RCSZ02,RC,CR
65,207987,RCSZ02,RC,CR
65,209116,RCSZ02,RC,CR
65,209814,RCSZ02,RC,CR
65,207346,RCSZ02,RC,CR
65,209117,RCSZ02,RC,CR
65,208454,RCSZ02,RC,CR
65,208453,RCSZ02,RC,CR
65,208455,RCSZ02,RC,CR
65,209118,RCSZ02,RC,CR
65,207347,RCSZ02,RC,CR
65,208456,RCSZ02,RC,CR
65,207694,RCSZ02,RC,CR
65,209119,RCSZ02,RC,CR
65,207348,RCSZ02,RC,CR
65,207693,RCSZ02,RC,CR
65,207349,RCSZ02,RC,CR
65,207989,RCSZ02,RC,CR
65,207687,RCSZ02,RC,CR
65,207688,RCSZ02,RC,CR
65,207685,RCSZ02,RC,CR
65,207683,RCSZ02,RC,CR
65,209569,RCSZ02,RC,CR
65,209567,RCSZ02,RC,CR
65,209572,RCSZ02,RC,CR
65,209574,RCSZ02,RC,CR
65,209576,RCSZ02,RC,CR
65,207682,RCSZ02,RC,CR
65,209578,RCSZ02,RC,CR
65,207680,RCSZ02,RC,CR
65,207674,RCSZ02,RC,CR
65,207675,RCSZ02,RC,CR
65,207254,RCSZ02,RC,CR
65,207672,RCSZ02,RC,CR
65,207433,RCSZ02,RC,CR
65,207671,RCSZ02,RC,CR
65,207670,RCSZ02,RC,CR
65,207435,RCSZ02,RC,CR
65,207436,RCSZ02,RC,CR
65,209590,RCSZ02,RC,CR
65,207437,RCSZ02,RC,CR
65,207438,RCSZ02,RC,CR
65,207439,RCSZ02,RC,CR
65,209594,RCSZ02,RC,CR
65,207440,RCSZ02,RC,CR
65,209596,RCSZ02,RC,CR
65,209598,RCSZ02,RC,CR
65,209121,RCSZ02,RC,CR
65,209120,RCSZ02,RC,CR
65,207665,RCSZ02,RC,CR
65,207666,RCSZ02,RC,CR
65,207664,RCSZ02,RC,CR
65,209122,RCSZ02,RC,CR
65,207663,RCSZ02,RC,CR
65,209123,RCSZ02,RC,CR
65,208841,RCSZ02,RC,CR
65,209124,RCSZ02,RC,CR
65,208026,RCSZ02,RC,CR
65,208024,RCSZ02,RC,CR
65,209125,RCSZ02,RC,CR
65,208028,RCSZ02,RC,CR
65,209126,RCSZ02,RC,CR
65,208030,RCSZ02,RC,CR
65,207661,RCSZ02,RC,CR
65,209127,RCSZ02,RC,CR
65,208828,RCSZ02,RC,CR
65,208032,RCSZ02,RC,CR
65,208830,RCSZ02,RC,CR
65,208034,RCSZ02,RC,CR
65,208035,RCSZ02,RC,CR
65,208036,RCSZ02,RC,CR
65,208839,RCSZ02,RC,CR
65,208840,RCSZ02,RC,CR
65,207656,RCSZ02,RC,CR
65,207657,RCSZ02,RC,CR
65,208037,RCSZ02,RC,CR
65,207655,RCSZ02,RC,CR
65,208846,RCSZ02,RC,CR
65,208848,RCSZ02,RC,CR
65,207654,RCSZ02,RC,CR
65,207653,RCSZ02,RC,CR
65,207652,RCSZ02,RC,CR
65,207651,RCSZ02,RC,CR
65,207691,RCSZ02,RC,CR
65,207723,RCSZ02,RC,CR
65,208883,RCSZ02,RC,CR
65,209565,RCSZ02,RC,CR
65,208136,RCSZ02,RC,CR
65,200632,RCSZ02,RC,CR
65,200634,RCSZ02,RC,CR
65,209622,RCSZ02,RC,CR
65,209623,RCSZ02,RC,CR
65,208025,RCSZ02,RC,CR
65,209624,RCSZ02,RC,CR
65,209625,RCSZ02,RC,CR
65,208027,RCSZ02,RC,CR
65,209626,RCSZ02,RC,CR
65,209627,RCSZ02,RC,CR
65,208029,RCSZ02,RC,CR
65,209628,RCSZ02,RC,CR
65,209629,RCSZ02,RC,CR
65,208031,RCSZ02,RC,CR
65,209630,RCSZ02,RC,CR
65,209631,RCSZ02,RC,CR
65,207969,RCSZ02,RC,CR
65,209632,RCSZ02,RC,CR
65,209633,RCSZ02,RC,CR
65,209634,RCSZ02,RC,CR
65,209635,RCSZ02,RC,CR
65,209636,RCSZ02,RC,CR
65,209637,RCSZ02,RC,CR
65,209638,RCSZ02,RC,CR
65,209639,RCSZ02,RC,CR
65,209640,RCSZ02,RC,CR
65,209641,RCSZ02,RC,CR
65,209642,RCSZ02,RC,CR
65,209643,RCSZ02,RC,CR
65,209644,RCSZ02,RC,CR
65,207971,RCSZ02,RC,CR
65,207973,RCSZ02,RC,CR
65,207975,RCSZ02,RC,CR
65,208881,RCSZ02,RC,CR
65,207977,RCSZ02,RC,CR
65,208882,RCSZ02,RC,CR
65,209557,RCSZ02,RC,CR
65,207979,RCSZ02,RC,CR
65,209559,RCSZ02,RC,CR
65,209560,RCSZ02,RC,CR
65,209561,RCSZ02,RC,CR
65,207984,RCSZ02,RC,CR
65,207961,RCSZ02,RC,CR
65,209563,RCSZ02,RC,CR
65,207986,RCSZ02,RC,CR
65,209564,RCSZ02,RC,CR
65,207988,RCSZ02,RC,CR
65,209566,RCSZ02,RC,CR
65,209568,RCSZ02,RC,CR
65,207990,RCSZ02,RC,CR
65,209570,RCSZ02,RC,CR
65,207991,RCSZ02,RC,CR
65,209571,RCSZ02,RC,CR
65,207992,RCSZ02,RC,CR
65,207994,RCSZ02,RC,CR
65,209575,RCSZ02,RC,CR
65,207996,RCSZ02,RC,CR
65,209577,RCSZ02,RC,CR
65,207997,RCSZ02,RC,CR
65,209579,RCSZ02,RC,CR
65,207998,RCSZ02,RC,CR
65,207963,RCSZ02,RC,CR
65,209581,RCSZ02,RC,CR
65,209582,RCSZ02,RC,CR
65,208000,RCSZ02,RC,CR
65,209583,RCSZ02,RC,CR
65,208001,RCSZ02,RC,CR
65,209584,RCSZ02,RC,CR
65,208002,RCSZ02,RC,CR
65,209585,RCSZ02,RC,CR
65,208003,RCSZ02,RC,CR
65,209586,RCSZ02,RC,CR
65,208004,RCSZ02,RC,CR
65,208005,RCSZ02,RC,CR
65,208006,RCSZ02,RC,CR
65,209589,RCSZ02,RC,CR
65,208007,RCSZ02,RC,CR
65,209591,RCSZ02,RC,CR
65,208008,RCSZ02,RC,CR
65,207965,RCSZ02,RC,CR
65,209593,RCSZ02,RC,CR
65,208009,RCSZ02,RC,CR
65,209595,RCSZ02,RC,CR
65,208010,RCSZ02,RC,CR
65,209597,RCSZ02,RC,CR
65,208011,RCSZ02,RC,CR
65,209599,RCSZ02,RC,CR
65,209600,RCSZ02,RC,CR
65,208012,RCSZ02,RC,CR
65,209601,RCSZ02,RC,CR
65,209602,RCSZ02,RC,CR
65,208013,RCSZ02,RC,CR
65,209603,RCSZ02,RC,CR
65,209604,RCSZ02,RC,CR
65,208014,RCSZ02,RC,CR
65,209605,RCSZ02,RC,CR
65,209606,RCSZ02,RC,CR
65,208015,RCSZ02,RC,CR
65,209607,RCSZ02,RC,CR
